text,text_modified,label,group_label,group_label_id,original_text
"When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the << AOX >>-generated nitrosoguanidine metabolite was decreased by 30% with [[ tungsten ]] and 56% with hydralazine and 86% in the AOX-deficient mice.","When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the [ENTITY_A]-generated nitrosoguanidine metabolite was decreased by 30% with [ENTITY_B] and 56% with hydralazine and 86% in the AOX-deficient mice.",INHIBITOR,CPR:4,1,"When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the AOX-generated nitrosoguanidine metabolite was decreased by 30% with tungsten and 56% with hydralazine and 86% in the AOX-deficient mice."
"When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the << AOX >>-generated [[ nitrosoguanidine ]] metabolite was decreased by 30% with tungsten and 56% with hydralazine and 86% in the AOX-deficient mice.","When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the [ENTITY_A]-generated [ENTITY_B] metabolite was decreased by 30% with tungsten and 56% with hydralazine and 86% in the AOX-deficient mice.",PRODUCT-OF,CPR:9,4,"When mice were treated ip with the major neonicotinoid imidacloprid (IMI), metabolism by CYP oxidation reactions was not appreciably affected, whereas the AOX-generated nitrosoguanidine metabolite was decreased by 30% with tungsten and 56% with hydralazine and 86% in the AOX-deficient mice."
"Thus, decreasing liver << AOX >> activity by three quite different procedures gave a corresponding decrease for in vivo reductive metabolites in the liver of [[ IMI ]]-treated mice.","Thus, decreasing liver [ENTITY_A] activity by three quite different procedures gave a corresponding decrease for in vivo reductive metabolites in the liver of [ENTITY_B]-treated mice.",SUBSTRATE,CPR:9,4,"Thus, decreasing liver AOX activity by three quite different procedures gave a corresponding decrease for in vivo reductive metabolites in the liver of IMI-treated mice."
"Possible << AOX >> involvement in [[ IMI ]] metabolism in insects was evaluated using AOX-expressing and AOX-deficient Drosophila, but no differences were found in IMI nitroreduction or sensitivity between the two strains.","Possible [ENTITY_A] involvement in [ENTITY_B] metabolism in insects was evaluated using AOX-expressing and AOX-deficient Drosophila, but no differences were found in IMI nitroreduction or sensitivity between the two strains.",SUBSTRATE,CPR:9,4,"Possible AOX involvement in IMI metabolism in insects was evaluated using AOX-expressing and AOX-deficient Drosophila, but no differences were found in IMI nitroreduction or sensitivity between the two strains."
This is the first study to establish the in vivo relevance of << AOX >> in [[ neonicotinoid ]] metabolism in mammals and one of the first for xenobiotics in general.,This is the first study to establish the in vivo relevance of [ENTITY_A] in [ENTITY_B] metabolism in mammals and one of the first for xenobiotics in general.,SUBSTRATE,CPR:9,4,This is the first study to establish the in vivo relevance of AOX in neonicotinoid metabolism in mammals and one of the first for xenobiotics in general.
Recommended management may include use of << acetylcholinesterase >> inhibitors (e.g. [[ neostigmine ]]) and wound care on a case-by-case basis.,Recommended management may include use of [ENTITY_A] inhibitors (e.g. [ENTITY_B]) and wound care on a case-by-case basis.,INHIBITOR,CPR:4,1,Recommended management may include use of acetylcholinesterase inhibitors (e.g. neostigmine) and wound care on a case-by-case basis.
"Of the compounds active in the present assay system, the most potent compound 7, << platyphyllonol-5-O-β-d-xylopyranoside >>, significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and [[ CCAAT/enhancer binding protein α ]] (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by troglitazone, a PPARγ agonist.","Of the compounds active in the present assay system, the most potent compound 7, [ENTITY_A], significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and [ENTITY_B] (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by troglitazone, a PPARγ agonist.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Of the compounds active in the present assay system, the most potent compound 7, platyphyllonol-5-O-β-d-xylopyranoside, significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and CCAAT/enhancer binding protein α (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by troglitazone, a PPARγ agonist."
"Of the compounds active in the present assay system, the most potent compound 7, platyphyllonol-5-O-β-d-xylopyranoside, significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and CCAAT/enhancer binding protein α (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by << troglitazone >>, a [[ PPARγ ]] agonist.","Of the compounds active in the present assay system, the most potent compound 7, platyphyllonol-5-O-β-d-xylopyranoside, significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and CCAAT/enhancer binding protein α (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by [ENTITY_A], a [ENTITY_B] agonist.",AGONIST,CPR:5,2,"Of the compounds active in the present assay system, the most potent compound 7, platyphyllonol-5-O-β-d-xylopyranoside, significantly suppressed the induction of peroxisome proliferator activated receptor γ (PPARγ and CCAAT/enhancer binding protein α (C/EBPα) protein expression, and inhibited adipocyte differentiation induced by troglitazone, a PPARγ agonist."
<< Benzenesulfonamides >>: a unique class of [[ chemokine receptor type 4 ]] inhibitors.,[ENTITY_A]: a unique class of [ENTITY_B] inhibitors.,INHIBITOR,CPR:4,1,Benzenesulfonamides: a unique class of chemokine receptor type 4 inhibitors.
"Based on our previously published work on CXCR4 antagonists, we have synthesized a series of << aryl sulfonamides >> that inhibit the [[ CXCR4 ]]/CXCL12 interaction.","Based on our previously published work on CXCR4 antagonists, we have synthesized a series of [ENTITY_A] that inhibit the [ENTITY_B]/CXCL12 interaction.",INHIBITOR,CPR:4,1,"Based on our previously published work on CXCR4 antagonists, we have synthesized a series of aryl sulfonamides that inhibit the CXCR4/CXCL12 interaction."
These data demonstrate that << benzenesulfonamides >> are a unique class of [[ CXCR4 ]] inhibitors with high potency.,These data demonstrate that [ENTITY_A] are a unique class of [ENTITY_B] inhibitors with high potency.,INHIBITOR,CPR:4,1,These data demonstrate that benzenesulfonamides are a unique class of CXCR4 inhibitors with high potency.
Measurement of Transport Activities of << 3β-Hydroxy-Δ(5)-bile Acids >> in [[ Bile Salt Export Pump ]] and Multidrug Resistance-Associated Proteins Using LC-MS/MS.,Measurement of Transport Activities of [ENTITY_A] in [ENTITY_B] and Multidrug Resistance-Associated Proteins Using LC-MS/MS.,SUBSTRATE,CPR:9,4,Measurement of Transport Activities of 3β-Hydroxy-Δ(5)-bile Acids in Bile Salt Export Pump and Multidrug Resistance-Associated Proteins Using LC-MS/MS.
"The analytical method was applied to measurements of transport activities in membrane vesicles obtained from human multidrug resistance-associated protein 2-, 3-, and << human bile salt export pump >>-expressing Sf9 cells for conjugated [[ 3β-hydroxy-Δ(5)-bile acids ]].","The analytical method was applied to measurements of transport activities in membrane vesicles obtained from human multidrug resistance-associated protein 2-, 3-, and [ENTITY_A]-expressing Sf9 cells for conjugated [ENTITY_B].",SUBSTRATE,CPR:9,4,"The analytical method was applied to measurements of transport activities in membrane vesicles obtained from human multidrug resistance-associated protein 2-, 3-, and human bile salt export pump-expressing Sf9 cells for conjugated 3β-hydroxy-Δ(5)-bile acids."
The present study demonstrated that << human multidrug resistance-associated protein 3 >> vesicles accepted conjugated [[ 3β-hydroxy-Δ(5)-bile acids ]] along with common bile acids such as glycocholic acid and taurolithocholic acid 3-sulfate.,The present study demonstrated that [ENTITY_A] vesicles accepted conjugated [ENTITY_B] along with common bile acids such as glycocholic acid and taurolithocholic acid 3-sulfate.,SUBSTRATE,CPR:9,4,The present study demonstrated that human multidrug resistance-associated protein 3 vesicles accepted conjugated 3β-hydroxy-Δ(5)-bile acids along with common bile acids such as glycocholic acid and taurolithocholic acid 3-sulfate.
"Synthesis and evaluation of << 3-(benzylthio)-5-(1H-indol-3-yl)-1,2,4-triazol-4-amines >> as [[ Bcl-2 ]] inhibitory anticancer agents.",Synthesis and evaluation of [ENTITY_A] as [ENTITY_B] inhibitory anticancer agents.,INHIBITOR,CPR:4,1,"Synthesis and evaluation of 3-(benzylthio)-5-(1H-indol-3-yl)-1,2,4-triazol-4-amines as Bcl-2 inhibitory anticancer agents."
"A series of substituted << 3-(benzylthio)-5-(1H-indol-3-yl)-4H-1,2,4-triazol-4-amines >> has been synthesised and tested in vitro as potential pro-apoptotic [[ Bcl-2 ]]-inhibitory anticancer agents.",A series of substituted [ENTITY_A] has been synthesised and tested in vitro as potential pro-apoptotic [ENTITY_B]-inhibitory anticancer agents.,INHIBITOR,CPR:4,1,"A series of substituted 3-(benzylthio)-5-(1H-indol-3-yl)-4H-1,2,4-triazol-4-amines has been synthesised and tested in vitro as potential pro-apoptotic Bcl-2-inhibitory anticancer agents."
"Active compounds, such as the << nitrobenzyl >> analogue 6c, were found to exhibit sub-micromolar IC50 values in [[ Bcl-2 ]] expressing human cancer cell lines.","Active compounds, such as the [ENTITY_A] analogue 6c, were found to exhibit sub-micromolar IC50 values in [ENTITY_B] expressing human cancer cell lines.",INHIBITOR,CPR:4,1,"Active compounds, such as the nitrobenzyl analogue 6c, were found to exhibit sub-micromolar IC50 values in Bcl-2 expressing human cancer cell lines."
"<< Glutathione-S-transferase >>, a phase II enzyme, was inhibited by both [[ arsenic ]] and nicotine but no such inhibition was noted in arsenic-treated animals pre-exposed to nicotine.","[ENTITY_A], a phase II enzyme, was inhibited by both [ENTITY_B] and nicotine but no such inhibition was noted in arsenic-treated animals pre-exposed to nicotine.",INHIBITOR,CPR:4,1,"Glutathione-S-transferase, a phase II enzyme, was inhibited by both arsenic and nicotine but no such inhibition was noted in arsenic-treated animals pre-exposed to nicotine."
"Upon << nicotine >> pre-exposure, brain [[ acetylcholinesterase ]] increased, while monoamine oxidase (MAO) decreased.","Upon [ENTITY_A] pre-exposure, brain [ENTITY_B] increased, while monoamine oxidase (MAO) decreased.",UPREGULATOR,CPR:3,0,"Upon nicotine pre-exposure, brain acetylcholinesterase increased, while monoamine oxidase (MAO) decreased."
"Upon << nicotine >> pre-exposure, brain acetylcholinesterase increased, while [[ monoamine oxidase ]] (MAO) decreased.","Upon [ENTITY_A] pre-exposure, brain acetylcholinesterase increased, while [ENTITY_B] (MAO) decreased.",DOWNREGULATOR,CPR:4,1,"Upon nicotine pre-exposure, brain acetylcholinesterase increased, while monoamine oxidase (MAO) decreased."
The toxic effects of << MAO >> significantly attenuated with [[ nicotine ]] pre-exposure.,The toxic effects of [ENTITY_A] significantly attenuated with [ENTITY_B] pre-exposure.,DOWNREGULATOR,CPR:4,1,The toxic effects of MAO significantly attenuated with nicotine pre-exposure.
"We developed a computational model of the hypothalamic-pituitary-gonadal (HPG) axis in female fathead minnows to predict dose-response and time-course (DRTC) behaviors for endocrine effects of the << aromatase >> inhibitor, [[ fadrozole ]] (FAD).","We developed a computational model of the hypothalamic-pituitary-gonadal (HPG) axis in female fathead minnows to predict dose-response and time-course (DRTC) behaviors for endocrine effects of the [ENTITY_A] inhibitor, [ENTITY_B] (FAD).",INHIBITOR,CPR:4,1,"We developed a computational model of the hypothalamic-pituitary-gonadal (HPG) axis in female fathead minnows to predict dose-response and time-course (DRTC) behaviors for endocrine effects of the aromatase inhibitor, fadrozole (FAD)."
"Although naturally occurring electrophilic plant compounds, such as mustard oil and << cinnamaldehyde >>, are [[ TRPA1 ]] agonists, it is unknown whether arthropod-produced electrophiles activate mammalian TRPA1.","Although naturally occurring electrophilic plant compounds, such as mustard oil and [ENTITY_A], are [ENTITY_B] agonists, it is unknown whether arthropod-produced electrophiles activate mammalian TRPA1.",AGONIST,CPR:5,2,"Although naturally occurring electrophilic plant compounds, such as mustard oil and cinnamaldehyde, are TRPA1 agonists, it is unknown whether arthropod-produced electrophiles activate mammalian TRPA1."
We found that << pBQN >> activates [[ TRPA1 ]] starting at 10 nM and peaking at 300 nM; higher concentrations caused rapid activation followed by a fast decline.,We found that [ENTITY_A] activates [ENTITY_B] starting at 10 nM and peaking at 300 nM; higher concentrations caused rapid activation followed by a fast decline.,ACTIVATOR,CPR:3,0,We found that pBQN activates TRPA1 starting at 10 nM and peaking at 300 nM; higher concentrations caused rapid activation followed by a fast decline.
"Interestingly, following pBQN desensitization, wild-type TRPA1 had dramatically reduced response to the nonelectrophile agonist << carvacrol >>, whereas the triple cysteine mutant [[ TRPA1 ]] retained its full response.","Interestingly, following pBQN desensitization, wild-type TRPA1 had dramatically reduced response to the nonelectrophile agonist [ENTITY_A], whereas the triple cysteine mutant [ENTITY_B] retained its full response.",AGONIST-ACTIVATOR,CPR:5,2,"Interestingly, following pBQN desensitization, wild-type TRPA1 had dramatically reduced response to the nonelectrophile agonist carvacrol, whereas the triple cysteine mutant TRPA1 retained its full response."
Synthesis and in-silico studies of some << diaryltriazole >> derivatives as potential [[ cyclooxygenase ]] inhibitors.,Synthesis and in-silico studies of some [ENTITY_A] derivatives as potential [ENTITY_B] inhibitors.,INHIBITOR,CPR:4,1,Synthesis and in-silico studies of some diaryltriazole derivatives as potential cyclooxygenase inhibitors.
A highly potent inhibition of the << peroxidase >> catalytic reaction by [[ NO ]]/SNO was seen in assays employing the coupled Prx-Trx system.,A highly potent inhibition of the [ENTITY_A] catalytic reaction by [ENTITY_B]/SNO was seen in assays employing the coupled Prx-Trx system.,INHIBITOR,CPR:4,1,A highly potent inhibition of the peroxidase catalytic reaction by NO/SNO was seen in assays employing the coupled Prx-Trx system.
"In this setting, << S-nitrosocysteine >> (10 μm) effectively blocked the [[ Trx ]]-mediated regeneration of oxidized Prx1.","In this setting, [ENTITY_A] (10 μm) effectively blocked the [ENTITY_B]-mediated regeneration of oxidized Prx1.",INHIBITOR,CPR:4,1,"In this setting, S-nitrosocysteine (10 μm) effectively blocked the Trx-mediated regeneration of oxidized Prx1."
"CK significantly inhibited << DMN >>-induced increases in serum [[ alanine aminotransferase ]] (ALT) and aspartate aminotransferase (AST) activities, fibrosis score, and hepatic malondialdehyde and collagen content.","CK significantly inhibited [ENTITY_A]-induced increases in serum [ENTITY_B] (ALT) and aspartate aminotransferase (AST) activities, fibrosis score, and hepatic malondialdehyde and collagen content.",ACTIVATOR,CPR:3,0,"CK significantly inhibited DMN-induced increases in serum alanine aminotransferase (ALT) and aspartate aminotransferase (AST) activities, fibrosis score, and hepatic malondialdehyde and collagen content."
"Reverse transcription polymerase chain reaction (RT-PCR) and western blot analyses revealed that CK inhibited << DMN >>-induced increases in [[ matrix metalloproteinase-13 ]] (MMP-13), tissue inhibitor of metalloproteinase-1 (TIMP-1), and tumor necrosis factor-α (TNF-α) mRNA, and collagen type I and α-smooth muscle actin protein.","Reverse transcription polymerase chain reaction (RT-PCR) and western blot analyses revealed that CK inhibited [ENTITY_A]-induced increases in [ENTITY_B] (MMP-13), tissue inhibitor of metalloproteinase-1 (TIMP-1), and tumor necrosis factor-α (TNF-α) mRNA, and collagen type I and α-smooth muscle actin protein.",INDIRECT-UPREGULATOR,CPR:3,0,"Reverse transcription polymerase chain reaction (RT-PCR) and western blot analyses revealed that CK inhibited DMN-induced increases in matrix metalloproteinase-13 (MMP-13), tissue inhibitor of metalloproteinase-1 (TIMP-1), and tumor necrosis factor-α (TNF-α) mRNA, and collagen type I and α-smooth muscle actin protein."
<< DMN >>-induced cyclooxygenase-2 (COX-2) expression and [[ nuclear factor-kappa B ]] (NF-κB) activation was reduced by CK treatment.,[ENTITY_A]-induced cyclooxygenase-2 (COX-2) expression and [ENTITY_B] (NF-κB) activation was reduced by CK treatment.,ACTIVATOR,CPR:3,0,DMN-induced cyclooxygenase-2 (COX-2) expression and nuclear factor-kappa B (NF-κB) activation was reduced by CK treatment.
Extrinsic apoptotic pathway markers such as Fas levels and << caspase-8 >> activity increased as a result of [[ CdTe ]]-QD exposure.,Extrinsic apoptotic pathway markers such as Fas levels and [ENTITY_A] activity increased as a result of [ENTITY_B]-QD exposure.,ACTIVATOR,CPR:3,0,Extrinsic apoptotic pathway markers such as Fas levels and caspase-8 activity increased as a result of CdTe-QD exposure.
"Our findings reveal that << CdTe >>-QDs cause oxidative stress, interfere with antioxidant defenses and activate protein [[ kinases ]], leading to apoptosis via both extrinsic and intrinsic pathways.","Our findings reveal that [ENTITY_A]-QDs cause oxidative stress, interfere with antioxidant defenses and activate protein [ENTITY_B], leading to apoptosis via both extrinsic and intrinsic pathways.",ACTIVATOR,CPR:3,0,"Our findings reveal that CdTe-QDs cause oxidative stress, interfere with antioxidant defenses and activate protein kinases, leading to apoptosis via both extrinsic and intrinsic pathways."
"<< Puerarin >> administration enhanced glutathione (GSH) activity, glial cell line-derived neurotrophic factor (GDNF) expression and [[ PI3K ]]/Akt pathway activation, which might ameliorate MPTP injection-induced progressive elevation of reactive oxygen species (ROS) formation in mice.","[ENTITY_A] administration enhanced glutathione (GSH) activity, glial cell line-derived neurotrophic factor (GDNF) expression and [ENTITY_B]/Akt pathway activation, which might ameliorate MPTP injection-induced progressive elevation of reactive oxygen species (ROS) formation in mice.",ACTIVATOR,CPR:3,0,"Puerarin administration enhanced glutathione (GSH) activity, glial cell line-derived neurotrophic factor (GDNF) expression and PI3K/Akt pathway activation, which might ameliorate MPTP injection-induced progressive elevation of reactive oxygen species (ROS) formation in mice."
"In addition to the effect on ROS, << puerarin >> ameliorated MPTP-reduced lysosome-associated membrane protein type 2A ([[ Lamp 2A ]]) expression.","In addition to the effect on ROS, [ENTITY_A] ameliorated MPTP-reduced lysosome-associated membrane protein type 2A ([ENTITY_B]) expression.",INDIRECT-DOWNREGULATOR,CPR:4,1,"In addition to the effect on ROS, puerarin ameliorated MPTP-reduced lysosome-associated membrane protein type 2A (Lamp 2A) expression."
"Taken together, our data demonstrate that << puerarin >> attenuates MPTP-induced dopaminergic neuronal degeneration via modulating GDNF expression, PI3K/Akt pathway and GSH activation, which subsequently ameliorate MPTP-induced ROS formation and decrease of [[ Lamp 2A ]] expression.","Taken together, our data demonstrate that [ENTITY_A] attenuates MPTP-induced dopaminergic neuronal degeneration via modulating GDNF expression, PI3K/Akt pathway and GSH activation, which subsequently ameliorate MPTP-induced ROS formation and decrease of [ENTITY_B] expression.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Taken together, our data demonstrate that puerarin attenuates MPTP-induced dopaminergic neuronal degeneration via modulating GDNF expression, PI3K/Akt pathway and GSH activation, which subsequently ameliorate MPTP-induced ROS formation and decrease of Lamp 2A expression."
"Instead, radiolabeled << nucleosides >> resulting from [[ nuclease ]] hydrolysis were observed.","Instead, radiolabeled [ENTITY_A] resulting from [ENTITY_B] hydrolysis were observed.",PRODUCT-OF,CPR:9,4,"Instead, radiolabeled nucleosides resulting from nuclease hydrolysis were observed."
A series of N-substituted lobelane analogues was synthesized and evaluated for their [(3)H]dihydrotetrabenazine binding affinity at the << vesicular monoamine transporter >> and for their inhibition of vesicular [[ [(3)H]dopamine ]] uptake.,A series of N-substituted lobelane analogues was synthesized and evaluated for their [(3)H]dihydrotetrabenazine binding affinity at the [ENTITY_A] and for their inhibition of vesicular [ENTITY_B] uptake.,SUBSTRATE,CPR:9,4,A series of N-substituted lobelane analogues was synthesized and evaluated for their [(3)H]dihydrotetrabenazine binding affinity at the vesicular monoamine transporter and for their inhibition of vesicular [(3)H]dopamine uptake.
<< IPI-926 >> is both a substrate and inhibitor (IC50 = 1.9 µM) of [[ P-glycoprotein ]].,[ENTITY_A] is both a substrate and inhibitor (IC50 = 1.9 µM) of [ENTITY_B].,INHIBITOR,CPR:4,1,IPI-926 is both a substrate and inhibitor (IC50 = 1.9 µM) of P-glycoprotein.
<< IPI-926 >> is both a substrate and inhibitor (IC50 = 1.9 µM) of [[ P-glycoprotein ]].,[ENTITY_A] is both a substrate and inhibitor (IC50 = 1.9 µM) of [ENTITY_B].,SUBSTRATE,CPR:9,4,IPI-926 is both a substrate and inhibitor (IC50 = 1.9 µM) of P-glycoprotein.
"Oral << lorcaserin >> (BELVIQ(®)), a selective serotonin [[ 5-HT2C ]] receptor agonist, is indicated in the US as an adjunct to diet and exercise in the chronic weight management of obese adults, or overweight adults with at least one weight-related comorbidity (e.g. dyslipidaemia, hypertension, type 2 diabetes).","Oral [ENTITY_A] (BELVIQ(®)), a selective serotonin [ENTITY_B] receptor agonist, is indicated in the US as an adjunct to diet and exercise in the chronic weight management of obese adults, or overweight adults with at least one weight-related comorbidity (e.g. dyslipidaemia, hypertension, type 2 diabetes).",AGONIST,CPR:5,2,"Oral lorcaserin (BELVIQ(®)), a selective serotonin 5-HT2C receptor agonist, is indicated in the US as an adjunct to diet and exercise in the chronic weight management of obese adults, or overweight adults with at least one weight-related comorbidity (e.g. dyslipidaemia, hypertension, type 2 diabetes)."
"Design, Synthesis, Biological Evaluation, and Docking Studies of (S)-Phenylalanine Derivatives with a << 2-Cyanopyrrolidine >> Moiety as Potent [[ Dipeptidyl Peptidase 4 ]] Inhibitors.","Design, Synthesis, Biological Evaluation, and Docking Studies of (S)-Phenylalanine Derivatives with a [ENTITY_A] Moiety as Potent [ENTITY_B] Inhibitors.",INHIBITOR,CPR:4,1,"Design, Synthesis, Biological Evaluation, and Docking Studies of (S)-Phenylalanine Derivatives with a 2-Cyanopyrrolidine Moiety as Potent Dipeptidyl Peptidase 4 Inhibitors."
"Biological evaluation revealed that most tested compounds were potent dipeptidyl peptidase 4 (DPP-4) inhibitors, among them, the << cyclopropyl-substituted phenylalanine >> derivative 11h displayed the most potent [[ DPP-4 ]] inhibitory activity with an IC50 value of 0.247 μM.","Biological evaluation revealed that most tested compounds were potent dipeptidyl peptidase 4 (DPP-4) inhibitors, among them, the [ENTITY_A] derivative 11h displayed the most potent [ENTITY_B] inhibitory activity with an IC50 value of 0.247 μM.",INHIBITOR,CPR:4,1,"Biological evaluation revealed that most tested compounds were potent dipeptidyl peptidase 4 (DPP-4) inhibitors, among them, the cyclopropyl-substituted phenylalanine derivative 11h displayed the most potent DPP-4 inhibitory activity with an IC50 value of 0.247 μM."
"<< TCPOBOP >>, a CAR ligand, modestly induced [[ mdr1a ]].fLUC in pxr(+/+) and pxr(-/-) strains, consistent with CAR's minor role in mdr1a regulation.","[ENTITY_A], a CAR ligand, modestly induced [ENTITY_B].fLUC in pxr(+/+) and pxr(-/-) strains, consistent with CAR's minor role in mdr1a regulation.",INDIRECT-UPREGULATOR,CPR:3,0,"TCPOBOP, a CAR ligand, modestly induced mdr1a.fLUC in pxr(+/+) and pxr(-/-) strains, consistent with CAR's minor role in mdr1a regulation."
"<< Galangin >> decreased expression of pro-inflammatory [[ cytokines ]], such as tumor necrosis factor (TNF)-α, interleukin (IL)-6, IL-1β, and IL-8.","[ENTITY_A] decreased expression of pro-inflammatory [ENTITY_B], such as tumor necrosis factor (TNF)-α, interleukin (IL)-6, IL-1β, and IL-8.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Galangin decreased expression of pro-inflammatory cytokines, such as tumor necrosis factor (TNF)-α, interleukin (IL)-6, IL-1β, and IL-8."
"The inhibitory effect of << galangin >> on theses pro-inflammatory [[ cytokines ]] was related with c-Jun N-terminal kinases, and p38 mitogen-activated protein kinase, nuclear factor-κB, and caspase-1.","The inhibitory effect of [ENTITY_A] on theses pro-inflammatory [ENTITY_B] was related with c-Jun N-terminal kinases, and p38 mitogen-activated protein kinase, nuclear factor-κB, and caspase-1.",INDIRECT-DOWNREGULATOR,CPR:4,1,"The inhibitory effect of galangin on theses pro-inflammatory cytokines was related with c-Jun N-terminal kinases, and p38 mitogen-activated protein kinase, nuclear factor-κB, and caspase-1."
"Furthermore, << galangin >> attenuated [[ IgE ]]-mediated passive cutaneous anaphylaxis and the expression of histamine receptor 1 at the inflamed tissue.","Furthermore, [ENTITY_A] attenuated [ENTITY_B]-mediated passive cutaneous anaphylaxis and the expression of histamine receptor 1 at the inflamed tissue.",DOWNREGULATOR,CPR:4,1,"Furthermore, galangin attenuated IgE-mediated passive cutaneous anaphylaxis and the expression of histamine receptor 1 at the inflamed tissue."
Our results showed that << galangin >> down-regulates mast cell-derived allergic inflammatory reactions by blocking histamine release and expression of pro-inflammatory [[ cytokines ]].,Our results showed that [ENTITY_A] down-regulates mast cell-derived allergic inflammatory reactions by blocking histamine release and expression of pro-inflammatory [ENTITY_B].,INDIRECT-DOWNREGULATOR,CPR:4,1,Our results showed that galangin down-regulates mast cell-derived allergic inflammatory reactions by blocking histamine release and expression of pro-inflammatory cytokines.
<< Nobiletin >> attenuates metastasis via both [[ ERK ]] and PI3K/Akt pathways in HGF-treated liver cancer HepG2 cells.,[ENTITY_A] attenuates metastasis via both [ENTITY_B] and PI3K/Akt pathways in HGF-treated liver cancer HepG2 cells.,INHIBITOR,CPR:4,1,Nobiletin attenuates metastasis via both ERK and PI3K/Akt pathways in HGF-treated liver cancer HepG2 cells.
"Among them, << nobiletin >> markedly inhibited [[ HGF ]]-induced the abilities of the adhesion, invasion, and migration by cell-matrix adhesion assay and transwell-chamber invasion/migration assay under non-cytotoxic concentrations.","Among them, [ENTITY_A] markedly inhibited [ENTITY_B]-induced the abilities of the adhesion, invasion, and migration by cell-matrix adhesion assay and transwell-chamber invasion/migration assay under non-cytotoxic concentrations.",INHIBITOR,CPR:4,1,"Among them, nobiletin markedly inhibited HGF-induced the abilities of the adhesion, invasion, and migration by cell-matrix adhesion assay and transwell-chamber invasion/migration assay under non-cytotoxic concentrations."
Data also showed << nobiletin >> inhibited [[ HGF ]]-induced cell scattering and cytoskeleton changed such as filopodia and lamellipodia.,Data also showed [ENTITY_A] inhibited [ENTITY_B]-induced cell scattering and cytoskeleton changed such as filopodia and lamellipodia.,INHIBITOR,CPR:4,1,Data also showed nobiletin inhibited HGF-induced cell scattering and cytoskeleton changed such as filopodia and lamellipodia.
"Furthermore, << nobiletin >> could inhibit [[ HGF ]]-induced the membrane localization of phosphorylated c-Met, ERK2, and Akt, but not phosphorylated JNK1/2 and p38.","Furthermore, [ENTITY_A] could inhibit [ENTITY_B]-induced the membrane localization of phosphorylated c-Met, ERK2, and Akt, but not phosphorylated JNK1/2 and p38.",INHIBITOR,CPR:4,1,"Furthermore, nobiletin could inhibit HGF-induced the membrane localization of phosphorylated c-Met, ERK2, and Akt, but not phosphorylated JNK1/2 and p38."
"Next, << nobiletin >> significantly decreased the levels of [[ phospho-ERK2 ]] and phospho-Akt in ERK2 or Akt siRNA-transfected cells concomitantly with a marked reduction on cell invasion and migration.","Next, [ENTITY_A] significantly decreased the levels of [ENTITY_B] and phospho-Akt in ERK2 or Akt siRNA-transfected cells concomitantly with a marked reduction on cell invasion and migration.",INDIRECT-DOWNREGULATOR,CPR:4,1,"Next, nobiletin significantly decreased the levels of phospho-ERK2 and phospho-Akt in ERK2 or Akt siRNA-transfected cells concomitantly with a marked reduction on cell invasion and migration."
"In conclusion, << nobiletin >> attenuates [[ HGF ]]-induced HepG2 cells metastasis involving both ERK and PI3K/Akt pathways and are potentially useful as anti-metastatic agents for the treatment of hepatoma.","In conclusion, [ENTITY_A] attenuates [ENTITY_B]-induced HepG2 cells metastasis involving both ERK and PI3K/Akt pathways and are potentially useful as anti-metastatic agents for the treatment of hepatoma.",INHIBITOR,CPR:4,1,"In conclusion, nobiletin attenuates HGF-induced HepG2 cells metastasis involving both ERK and PI3K/Akt pathways and are potentially useful as anti-metastatic agents for the treatment of hepatoma."
<< Cholesterol >> also increases [[ Amyloid β ]] (Aβ) deposition and tau pathology.,[ENTITY_A] also increases [ENTITY_B] (Aβ) deposition and tau pathology.,DOWNREGULATOR,CPR:4,1,Cholesterol also increases Amyloid β (Aβ) deposition and tau pathology.
